Courier_id,Addr,Arrival_time,Departure,Amount,Order_id
D0545,A030,0,0,0,
D0545,B5889,26,38,-6,F2617
D0545,B5043,42,61,-21,F2598
D0545,B1718,66,86,-27,F2536
D0545,B0224,90,105,-11,F2508
D0545,B6089,117,133,-14,F2619
D0545,B2913,142,153,-3,F2559
D0545,B2779,163,175,-5,F2557
D0545,B0043,202,217,-11,F2505
D0545,B2534,241,262,-30,F2552
D0545,B6429,274,282,-1,F2628
D0545,B1428,288,302,-9,F2532
D0545,B8456,306,314,-1,F2667
D0546,A050,0,0,0,
D0546,B9106,12,36,-40,F2142
D0546,B8392,52,75,-35,F2130
D0546,B6003,82,98,-13,F2092
D0546,B9136,101,125,-38,F2144
D0546,B6014,267,283,-13,F3602
D0547,A001,0,0,0,
D0547,B2822,0,34,-89,F0004
D0547,B0402,36,54,-19,F0002
D0547,B3716,128,150,-32,F6191
D0548,A010,0,0,0,
D0548,B7079,2,34,-81,F0637
D0548,B0149,51,79,-58,F0079
D0549,A068,0,0,0,
D0549,B8408,6,31,-44,F5562
D0549,B5863,35,60,-44,F5547
D0549,B1257,96,118,-31,F7208
D0549,B1095,252,268,-14,F2716
D0549,B4488,345,357,-5,F2787
D0549,B7656,378,387,-2,F2846
D0550,A051,0,0,0,
D0550,B4226,28,59,-73,F0462
D0550,B6287,79,100,-31,F0483
D0550,B3057,112,124,-6,F0442
D0550,B7088,143,164,-27,F8975
D0550,B4160,230,241,-3,F7436
D0551,A107,0,0,0,
D0551,B0566,7,40,-88,F7954
D0551,B5652,44,68,-43,F4066
D0551,B1123,259,273,-9,F2525
D0552,A068,0,0,0,
D0552,B6349,2,28,-52,F5551
D0552,B2470,34,57,-36,F5525
D0552,B4474,64,89,-45,F5539
D0552,B3956,180,192,-5,F2773
D0552,B4115,209,217,-1,F2779
D0553,A074,0,0,0,
D0553,B4638,42,72,-67,F1940
D0553,B0725,115,144,-66,F0212
D0553,B5046,176,189,-7,F9135
D0554,A044,0,0,0,
D0554,B8759,5,25,-26,F3973
D0554,B0418,149,182,-90,F4631
D0554,B1359,192,210,-20,F4638
D0554,B1126,335,345,-3,F2526
D0555,A035,0,0,0,
D0555,B4924,7,30,-35,F3201
D0555,B8696,32,53,-30,F3267
D0555,B2823,58,86,-59,F3163
D0555,B3480,93,105,-6,F3178
D0555,B0470,162,177,-10,F8020
D0556,A116,0,0,0,
D0556,B5731,10,42,-82,F8655
D0556,B6793,50,77,-54,F0592
D0556,B6626,197,208,-4,F6117
D0557,A065,0,0,0,
D0557,B2248,10,23,-7,F0139
D0557,B0370,28,56,-61,F3748
D0557,B3918,62,91,-65,F5172
D0557,B6403,217,230,-7,F7482
D0558,A074,0,0,0,
D0558,B1016,33,61,-62,F2003
D0558,B7369,94,125,-75,F1967
D0558,B0724,126,135,-2,F1900
D0558,B3228,138,146,-1,F1924
D0559,A039,0,0,0,
D0559,B5456,22,42,-28,F3423
D0559,B3444,99,127,-55,F1819
D0559,B5502,246,272,-49,F4927
D0559,B5496,313,325,-5,F4925
D0559,B2009,359,370,-3,F2539
D0560,A014,0,0,0,
D0560,B7511,6,32,-50,F0875
D0560,B1242,37,58,-28,F9182
D0560,B7225,59,80,-29,F6579
D0560,B5768,214,236,-30,F3598
D0560,B8656,286,296,-3,F6679
D0561,A114,0,0,0,
D0561,B8487,11,33,-31,F8523
D0561,B8464,39,66,-54,F3470
D0561,B7951,84,110,-52,F3461
D0561,B5019,240,251,-3,F4920
D0562,A031,0,0,0,
D0562,B1637,3,28,-45,F2727
D0562,B4330,43,54,-4,F2782
D0562,B4023,81,90,-2,F2776
D0562,B8603,111,119,-1,F2862
D0562,B8329,131,142,-4,F2858
D0562,B1295,147,161,-9,F2720
D0562,B0085,177,201,-38,F2690
D0562,B7261,218,228,-3,F2841
D0562,B1994,239,248,-2,F2735
D0562,B4858,253,267,-9,F2795
D0562,B5319,273,284,-5,F2806
D0562,B1241,309,326,-16,F8122
D0562,B5048,381,390,-2,F2801
D0563,A055,0,0,0,
D0563,B7928,3,26,-37,F4527
D0563,B2755,35,66,-73,F6868
D0563,B8294,82,103,-29,F3261
D0564,A081,0,0,0,
D0564,B6928,3,37,-95,F6297
D0564,B0779,44,68,-42,F3981
D0565,A095,0,0,0,
D0565,B6545,3,22,-23,F7141
D0565,B9135,26,47,-31,F7173
D0565,B4329,56,80,-40,F7112
D0565,B1054,86,109,-35,F8859
D0565,B7939,150,165,-11,F6132
D0566,A052,0,0,0,
D0566,B6068,8,34,-49,F6832
D0566,B7124,39,66,-53,F6841
D0566,B8479,87,110,-36,F8522
D0567,A036,0,0,0,
D0567,B6491,5,31,-52,F3315
D0567,B3814,37,65,-60,F4433
D0567,B4104,125,146,-27,F1717
D0568,A016,0,0,0,
D0568,B7956,2,25,-37,F1004
D0568,B4925,29,57,-57,F0976
D0568,B5286,61,85,-40,F0980
D0568,B8395,95,107,-6,F4221
D0569,A073,0,0,0,
D0569,B0124,16,45,-62,F8530
D0569,B2421,99,130,-78,F7009
D0570,A061,0,0,0,
D0570,B8360,8,24,-12,F4974
D0570,B6364,44,55,-5,F4943
D0570,B3520,78,90,-7,F4893
D0570,B4501,106,127,-28,F4910
D0570,B8122,142,155,-8,F1290
D0570,B0229,162,180,-17,F1209
D0570,B9155,185,202,-15,F1298
D0570,B6356,207,226,-21,F1270
D0570,B6841,234,244,-3,F1277
D0570,B7839,251,270,-23,F1286
D0571,A102,0,0,0,
D0571,B3311,7,34,-53,F7625
D0571,B6051,55,83,-60,F6517
D0571,B2339,87,104,-15,F5073
D0571,B4325,108,121,-6,F5086
D0571,B8041,197,209,-6,F4823
D0572,A011,0,0,0,
D0572,B6573,15,45,-69,F6768
D0572,B5857,53,79,-50,F6763
D0572,B0650,117,136,-21,F6164
D0573,A035,0,0,0,
D0573,B3140,13,43,-71,F3168
D0573,B0653,49,67,-20,F3131
D0573,B2894,83,108,-46,F7706
D0573,B8152,159,169,-3,F3968
D0574,A002,0,0,0,
D0574,B9186,2,34,-80,F0077
D0574,B7714,37,63,-52,F0067
D0574,B5092,100,114,-8,F4203
D0575,A122,0,0,0,
D0575,B0112,15,43,-58,F0132
D0575,B0840,85,113,-58,F0319
D0575,B7713,202,222,-24,F1195
D0576,A058,0,0,0,
D0576,B2196,7,36,-66,F4644
D0576,B0758,38,68,-73,F4634
D0577,A015,0,0,0,
D0577,B1577,4,30,-52,F0889
D0577,B3381,36,68,-83,F3764
D0577,B0746,214,225,-5,F6596
D0578,A010,0,0,0,
D0578,B3996,2,37,-98,F0628
D0578,B2019,80,101,-30,F4276
D0578,B8372,154,169,-11,F8521
D0579,A038,0,0,0,
D0579,B0780,7,37,-69,F3497
D0579,B5317,56,67,-4,F3587
D0579,B4200,105,126,-30,F1424
D0579,B1991,139,161,-35,F1359
D0579,B8555,197,206,-2,F1539
D0580,A121,0,0,0,
D0580,B2478,4,38,-94,F9012
D0580,B4722,42,58,-13,F9025
D0580,B0849,61,77,-13,F0082
D0580,B7253,200,219,-20,F8682
D0581,A077,0,0,0,
D0581,B4461,64,91,-53,F8627
D0581,B1553,182,213,-74,F3355
D0581,B6211,302,318,-13,F1471
D0582,A036,0,0,0,
D0582,B7520,7,37,-68,F3322
D0582,B4228,40,67,-54,F0971
D0582,B5981,109,126,-17,F8164
D0583,A064,0,0,0,
D0583,B9196,7,40,-87,F8558
D0583,B3774,45,71,-51,F0143
D0584,A083,0,0,0,
D0584,B2445,5,37,-82,F6399
D0584,B6466,41,67,-51,F3911
D0584,B4590,151,164,-7,F0750
D0585,A123,0,0,0,
D0585,B1296,16,48,-81,F2339
D0585,B4989,53,76,-35,F2374
D0585,B4048,85,105,-24,F9118
D0586,A074,0,0,0,
D0586,B0321,44,77,-91,F0855
D0586,B1695,130,155,-42,F9099
D0586,B9047,172,185,-7,F9174
D0587,A027,0,0,0,
D0587,B6094,5,23,-17,F2287
D0587,B3812,27,60,-89,F2268
D0587,B8483,67,87,-27,F6448
D0587,B7336,140,153,-7,F0788
D0588,A054,0,0,0,
D0588,B3486,6,37,-75,F4428
D0588,B3327,42,69,-53,F3293
D0588,B2515,140,156,-12,F8218
D0589,A022,0,0,0,
D0589,B3180,12,44,-82,F1709
D0589,B0938,57,76,-24,F7610
D0589,B3181,85,103,-20,F3170
D0589,B8991,113,127,-10,F3272
D0589,B5339,279,290,-4,F6101
D0590,A094,0,0,0,
D0590,B5612,8,37,-65,F6827
D0590,B3558,45,75,-69,F7015
D0590,B6122,185,198,-6,F3604
D0591,A054,0,0,0,
D0591,B3618,4,31,-57,F4431
D0591,B8208,37,65,-57,F4462
D0591,B5164,175,195,-26,F3418
D0592,A006,0,0,0,
D0592,B1232,19,50,-73,F2008
D0592,B0611,53,82,-62,F1998
D0592,B5816,247,258,-5,F7467
D0593,A053,0,0,0,
D0593,B7091,8,29,-27,F4390
D0593,B3554,39,58,-24,F4360
D0593,B7073,70,91,-29,F8259
D0593,B6489,97,120,-37,F8254
D0593,B2887,128,146,-21,F8222
D0594,A017,0,0,0,
D0594,B1472,5,25,-24,F1036
D0594,B7992,31,41,-3,F1099
D0594,B8877,48,59,-5,F1110
D0594,B8630,63,84,-28,F1103
D0594,B3357,100,124,-42,F1057
D0594,B1810,128,151,-37,F1040
D0595,A067,0,0,0,
D0595,B7779,14,23,-2,F5492
D0595,B1184,36,61,-45,F5403
D0595,B3456,67,85,-18,F5431
D0595,B1320,113,142,-62,F0700
D0595,B6322,176,191,-11,F5469
D0596,A118,0,0,0,
D0596,B1064,21,49,-60,F9001
D0596,B5190,136,167,-79,F1846
D0597,A055,0,0,0,
D0597,B6901,2,26,-41,F4520
D0597,B6961,29,46,-17,F4521
D0597,B5833,80,110,-68,F3220
D0597,B0760,198,214,-13,F6052
D0598,A114,0,0,0,
D0598,B7471,9,31,-35,F8512
D0598,B0164,36,66,-70,F8453
D0598,B3095,75,98,-34,F8482
D0599,A012,0,0,0,
D0599,B4810,7,21,-8,F0752
D0599,B5451,30,45,-12,F0761
D0599,B8171,54,67,-7,F5369
D0599,B2508,77,91,-8,F0719
D0599,B5187,93,114,-26,F0758
D0599,B3960,118,134,-13,F0740
D0599,B2902,142,154,-6,F5689
D0599,B8816,162,178,-12,F5762
D0599,B6295,185,206,-29,F5727
D0599,B5852,222,235,-8,F5333
D0599,B7365,249,263,-8,F5355
D0599,B2651,417,428,-3,F2748
D0600,A091,0,0,0,
D0600,B1833,1,24,-35,F6864
D0600,B2541,30,58,-56,F6867
D0600,B6617,68,87,-23,F3229
D0600,B6637,95,111,-14,F3230
D0600,B0733,135,149,-9,F3132
D0600,B4179,272,282,-3,F2579
D0601,A109,0,0,0,
D0601,B3947,46,81,-97,F3300
D0601,B8691,86,111,-43,F1015
D0602,A101,0,0,0,
D0602,B8655,7,35,-58,F3924
D0602,B6660,38,67,-67,F0635
D0602,B2666,221,237,-14,F2894
D0603,A026,0,0,0,
D0603,B0970,6,23,-17,F2155
D0603,B8827,35,60,-46,F2235
D0603,B3751,65,93,-60,F2178
D0603,B3901,96,112,-14,F6194
D0603,B8532,250,261,-3,F7518
D0604,A123,0,0,0,
D0604,B4883,22,51,-63,F2072
D0604,B7037,53,81,-61,F2108
D0604,B3455,160,176,-14,F8760
D0604,B1879,183,192,-2,F3519
D0605,A039,0,0,0,
D0605,B5386,7,34,-54,F8494
D0605,B4788,111,139,-62,F1434
D0605,B1773,152,169,-15,F1349
D0605,B0023,176,189,-7,F1562
D0606,A042,0,0,0,
D0606,B0822,6,37,-75,F3805
D0606,B1380,43,64,-29,F0653
D0606,B6108,78,99,-29,F3081
D0606,B2222,246,258,-6,F2742
D0606,B1566,286,294,-1,F7869
D0607,A026,0,0,0,
D0607,B5082,7,21,-10,F2193
D0607,B5463,33,64,-78,F2200
D0607,B8458,66,89,-40,F2230
D0607,B5558,106,120,-11,F0476
D0608,A099,0,0,0,
D0608,B0634,8,32,-42,F7346
D0608,B3652,39,68,-68,F7423
D0608,B7597,79,95,-14,F7504
D0608,B2947,109,126,-14,F7401
D0608,B8258,135,143,-1,F7513
D0608,B3156,152,160,-1,F7406
D0609,A109,0,0,0,
D0609,B0452,150,180,-70,F0208
D0609,B8277,211,232,-30,F9165
D0609,B2354,368,389,-28,F6614
D0609,B0067,442,456,-10,F3483
D0609,B7307,462,471,-2,F3624
D0610,A047,0,0,0,
D0610,B3932,6,27,-27,F4106
D0610,B3790,32,63,-72,F4138
D0610,B8945,67,88,-30,F4165
D0610,B2843,148,163,-10,F5420
D0611,A093,0,0,0,
D0611,B4667,7,41,-94,F6972
D0611,B9008,72,96,-39,F6788
D0611,B0527,215,227,-6,F2704
D0612,A123,0,0,0,
D0612,B6576,3,27,-37,F9150
D0612,B0876,33,52,-20,F9091
D0612,B5261,64,95,-77,F9140
D0612,B6707,228,241,-6,F7487
D0613,A067,0,0,0,
D0613,B5578,8,22,-10,F5458
D0613,B6909,26,45,-23,F5478
D0613,B4736,76,111,-98,F0751
D0613,B1114,123,137,-9,F0694
D0614,A102,0,0,0,
D0614,B6809,4,32,-62,F7659
D0614,B4127,42,69,-53,F7635
D0614,B2573,106,125,-20,F8476
D0614,B8109,188,199,-5,F1878
D0615,A067,0,0,0,
D0615,B0108,14,44,-72,F5387
D0615,B5713,66,87,-28,F5460
D0615,B3384,107,128,-31,F0735
D0615,B2703,155,169,-9,F7810
D0616,A048,0,0,0,
D0616,B4895,5,26,-31,F4143
D0616,B3221,31,57,-48,F4137
D0616,B0203,60,84,-40,F2239
D0616,B6391,88,106,-19,F2290
D0617,A073,0,0,0,
D0617,B3270,43,76,-87,F5078
D0617,B5647,99,126,-53,F7029
D0618,A022,0,0,0,
D0618,B0365,5,31,-45,F1687
D0618,B6354,51,84,-84,F4729
D0618,B0609,125,139,-10,F5768
D0619,A071,0,0,0,
D0619,B3397,12,27,-11,F5783
D0619,B1768,35,58,-37,F5771
D0619,B0655,62,87,-44,F5769
D0619,B8785,95,109,-9,F7762
D0619,B3879,112,127,-12,F7723
D0619,B8901,149,169,-26,F3270
D0620,A002,0,0,0,
D0620,B5038,3,33,-70,F0046
D0620,B5984,36,65,-66,F0053
D0620,B8358,191,202,-4,F3969
D0621,A046,0,0,0,
D0621,B6838,6,40,-90,F4079
D0621,B3009,45,69,-39,F5076
D0621,B8851,167,182,-11,F8708
D0622,A108,0,0,0,
D0622,B0051,6,23,-17,F8015
D0622,B1836,28,45,-15,F8034
D0622,B7756,47,63,-13,F8092
D0622,B3446,74,85,-4,F8052
D0622,B1595,93,109,-12,F2535
D0622,B4249,116,134,-19,F2582
D0622,B1161,153,178,-46,F2527
D0622,B5845,218,233,-13,F2615
D0623,A064,0,0,0,
D0623,B1032,32,64,-80,F4548
D0623,B7541,73,100,-56,F4583
D0623,B7568,247,258,-4,F3627
D0624,A120,0,0,0,
D0624,B1974,4,18,-10,F8933
D0624,B1792,23,46,-34,F8930
D0624,B1778,56,72,-14,F8735
D0624,B2940,87,107,-25,F8752
D0624,B7495,121,132,-3,F8811
D0624,B4347,149,165,-15,F1830
D0624,B7526,201,221,-24,F1507
D0624,B4342,239,255,-15,F1829
D0625,A076,0,0,0,
D0625,B6529,6,35,-63,F6028
D0625,B7310,39,68,-65,F6035
D0625,B0652,221,236,-11,F2707
D0625,B4579,257,265,-1,F2788
D0626,A079,0,0,0,
D0626,B3983,7,27,-23,F6195
D0626,B1404,31,55,-41,F0326
D0626,B4442,62,74,-7,F0357
D0626,B5306,81,109,-60,F0362
D0626,B0063,137,150,-7,F2145
D0626,B4374,208,217,-2,F6343
D0627,A085,0,0,0,
D0627,B3478,10,33,-37,F5079
D0627,B6306,43,77,-94,F6520
D0627,B8354,156,170,-9,F7164
D0628,A035,0,0,0,
D0628,B2383,4,33,-63,F3160
D0628,B8446,46,67,-29,F3263
D0628,B7661,71,91,-23,F3254
D0628,B4735,95,115,-25,F3197
D0629,A039,0,0,0,
D0629,B7411,9,39,-68,F6890
D0629,B4307,48,71,-35,F4505
D0629,B2960,75,95,-22,F4495
D0629,B1124,138,155,-14,F1575
D0630,A108,0,0,0,
D0630,B7727,10,27,-18,F8091
D0630,B9072,32,42,-3,F8107
D0630,B2856,59,70,-4,F8046
D0630,B6334,128,151,-39,F2624
D0630,B2484,190,201,-5,F1231
D0630,B7385,258,281,-36,F4959
D0630,B1903,300,311,-5,F1353
D0630,B6457,312,323,-4,F1477
D0630,B0241,347,362,-12,F1306
D0630,B5410,392,407,-12,F1260
D0630,B8368,446,454,-1,F1293
D0631,A093,0,0,0,
D0631,B3782,3,31,-59,F6966
D0631,B0024,59,88,-62,F6713
D0631,B0882,118,133,-11,F7531
D0631,B2987,173,186,-6,F7891
D0631,B3594,243,252,-2,F7897
D0632,A112,0,0,0,
D0632,B7820,0,26,-45,F8407
D0632,B4237,30,53,-37,F8380
D0632,B4937,55,78,-35,F8383
D0632,B5828,112,130,-19,F1635
D0632,B5269,146,157,-4,F2909
D0633,A096,0,0,0,
D0633,B8822,14,42,-56,F1982
D0633,B7118,50,80,-71,F6840
D0633,B6927,238,254,-13,F1280
D0634,A106,0,0,0,
D0634,B5367,12,30,-21,F7910
D0634,B2602,36,51,-12,F7882
D0634,B8599,98,108,-3,F7941
D0634,B9104,114,124,-3,F7948
D0634,B2572,129,144,-10,F7881
D0634,B0027,154,175,-27,F7851
D0634,B3416,180,191,-4,F7895
D0634,B6098,204,219,-12,F7920
D0634,B9134,235,244,-2,F7949
D0634,B0382,251,276,-45,F7857
D0634,B3920,284,292,-1,F7900
D0635,A061,0,0,0,
D0635,B6001,11,28,-15,F4937
D0635,B0568,30,43,-7,F4848
D0635,B2438,47,64,-15,F4879
D0635,B1880,86,112,-49,F4868
D0635,B4222,116,139,-38,F4902
D0635,B6739,172,188,-14,F1273
D0635,B0310,193,202,-2,F1210
D0636,A076,0,0,0,
D0636,B8955,5,26,-28,F6042
D0636,B4516,35,68,-85,F6010
D0636,B8995,107,127,-25,F5057
D0637,A043,0,0,0,
D0637,B6832,9,39,-69,F6296
D0637,B1842,54,83,-61,F5587
D0637,B6301,198,212,-10,F8897
D0638,A075,0,0,0,
D0638,B5084,9,17,-1,F5966
D0638,B2606,24,40,-13,F5953
D0638,B4411,49,57,-1,F5961
D0638,B8284,186,217,-74,F0812
D0638,B7870,221,246,-43,F0806
D0638,B4056,266,280,-8,F5436
D0639,A058,0,0,0,
D0639,B1870,4,23,-22,F4641
D0639,B9128,24,41,-15,F4693
D0639,B9074,43,64,-28,F4691
D0639,B6743,68,92,-41,F4675
D0639,B2231,100,122,-32,F4646
D0640,A099,0,0,0,
D0640,B6663,25,37,-5,F7486
D0640,B8089,54,66,-6,F7510
D0640,B0501,78,97,-19,F7342
D0640,B5624,107,120,-6,F7464
D0640,B0076,141,155,-10,F7332
D0640,B2575,171,185,-9,F7391
D0640,B3850,195,208,-8,F7428
D0640,B3283,213,234,-31,F6622
D0640,B7032,242,260,-17,F6667
D0640,B2767,262,277,-10,F6617
D0640,B2348,313,329,-13,F6613
D0640,B6791,336,347,-4,F6664
D0640,B6242,358,367,-2,F6659
D0641,A095,0,0,0,
D0641,B8951,19,34,-12,F1111
D0641,B5422,59,77,-19,F3210
D0641,B8899,83,101,-18,F3269
D0641,B1616,134,151,-14,F7076
D0641,B0302,156,181,-43,F7059
D0641,B2311,185,207,-31,F7085
D0641,B7196,250,260,-3,F5978
D0642,A072,0,0,0,
D0642,B5744,8,39,-72,F2993
D0642,B7981,42,67,-46,F3016
D0642,B7156,76,95,-20,F3005
D0643,A025,0,0,0,
D0643,B4141,8,33,-43,F2056
D0643,B5064,36,58,-33,F2075
D0643,B1019,64,82,-18,F2004
D0643,B3015,87,109,-35,F2035
D0643,B4065,193,208,-11,F8954
D0644,A070,0,0,0,
D0644,B8928,5,26,-28,F5764
D0644,B0959,30,44,-10,F5665
D0644,B2437,136,171,-99,F7290
D0645,A092,0,0,0,
D0645,B3804,7,39,-82,F6918
D0645,B3340,54,82,-57,F8304
D0646,A036,0,0,0,
D0646,B3829,3,37,-93,F3299
D0646,B6735,50,69,-23,F0995
D0646,B2102,86,104,-19,F4343
D0646,B1041,228,239,-4,F2715
D0646,B6348,265,273,-1,F2824
D0647,A024,0,0,0,
D0647,B2836,3,24,-30,F1920
D0647,B6331,28,56,-60,F1957
D0647,B3186,63,87,-40,F7013
D0647,B7757,219,233,-9,F1517
D0648,A054,0,0,0,
D0648,B4313,6,40,-90,F4438
D0648,B4690,120,145,-47,F6349
D0648,B7417,286,296,-3,F7933
D0649,A122,0,0,0,
D0649,B1466,27,46,-23,F8289
D0649,B1379,50,78,-60,F8288
D0649,B7408,96,117,-29,F6775
D0649,B0996,137,157,-26,F0322
D0649,B2112,177,186,-2,F7539
D0650,A037,0,0,0,
D0650,B9159,9,26,-16,F3481
D0650,B4725,28,51,-35,F3411
D0650,B6498,54,76,-32,F3439
D0650,B2560,80,107,-51,F3376
D0650,B5642,205,217,-6,F3592
D0651,A068,0,0,0,
D0651,B1554,84,113,-64,F0085
D0651,B1902,134,163,-68,F7962
D0651,B7036,284,298,-8,F1187
D0652,A075,0,0,0,
D0652,B3450,31,59,-60,F7102
D0652,B0837,119,141,-35,F8570
D0652,B4034,187,202,-10,F2903
D0652,B0854,229,251,-29,F2876
D0652,B8091,288,298,-3,F2926
D0652,B5315,302,312,-3,F2910
D0653,A032,0,0,0,
D0653,B9005,7,23,-12,F2940
D0653,B1643,43,59,-15,F2884
D0653,B8477,62,78,-14,F2930
D0653,B3232,133,147,-10,F1244
D0653,B2298,188,207,-21,F4876
D0653,B4577,217,242,-44,F4911
D0653,B8829,293,309,-12,F1552
D0653,B2365,341,355,-8,F1369
D0653,B9087,360,370,-2,F1560
D0653,B7299,385,393,-1,F3623
D0654,A067,0,0,0,
D0654,B9152,30,47,-15,F0828
D0654,B7637,59,76,-16,F0801
D0654,B0049,83,115,-78,F0673
D0654,B1832,124,144,-25,F0707
D0654,B0880,323,336,-6,F2711
D0655,A063,0,0,0,
D0655,B3661,4,34,-72,F5080
D0655,B7763,36,65,-65,F5110
D0655,B1511,243,253,-3,F2534
D0656,A100,0,0,0,
D0656,B1468,20,41,-30,F0328
D0656,B9050,55,79,-38,F6380
D0656,B4678,88,114,-49,F6348
D0656,B0522,128,146,-19,F7528
D0656,B2302,246,257,-4,F7879
D0657,A001,0,0,0,
D0657,B0222,72,101,-61,F7176
D0657,B3011,123,144,-26,F3668
D0657,B7584,163,187,-39,F4526
D0657,B9075,247,263,-14,F3479
D0658,A056,0,0,0,
D0658,B2483,30,55,-46,F2350
D0658,B1572,86,117,-75,F5821
D0658,B2045,253,269,-13,F6610
D0658,B7749,284,295,-5,F7506
D0658,B9156,299,307,-1,F7526
D0659,A004,0,0,0,
D0659,B8310,9,40,-76,F5228
D0659,B5785,51,78,-57,F5194
D0659,B8163,132,144,-6,F5882
D0660,A063,0,0,0,
D0660,B3841,8,37,-64,F6509
D0660,B7284,39,64,-44,F6529
D0660,B6085,72,92,-25,F4727
D0660,B2160,270,283,-7,F2542
D0661,A033,0,0,0,
D0661,B1273,11,43,-84,F2956
D0661,B4997,51,79,-55,F5182
D0662,A039,0,0,0,
D0662,B8900,16,34,-21,F4540
D0662,B8231,46,74,-61,F3698
D0662,B0898,84,102,-21,F4753
D0662,B5155,119,140,-27,F4794
D0662,B3514,266,280,-9,F2566
D0663,A077,0,0,0,
D0663,B1187,72,95,-38,F8577
D0663,B4507,114,136,-33,F8382
D0663,B5381,142,157,-10,F4798
D0663,B6120,208,234,-46,F3434
D0663,B3441,283,297,-9,F2900
D0663,B4872,307,317,-3,F2906
D0664,A005,0,0,0,
D0664,B3906,3,30,-52,F0180
D0664,B5091,32,57,-47,F0187
D0664,B7446,60,84,-38,F0197
D0664,B8513,232,242,-3,F2668
D0665,A015,0,0,0,
D0665,B0825,2,31,-66,F0885
D0665,B9184,32,61,-64,F0932
D0665,B6744,83,98,-10,F9209
D0666,A119,0,0,0,
D0666,B1274,6,22,-14,F8863
D0666,B6411,27,41,-9,F8898
D0666,B1734,43,66,-35,F8865
D0666,B5638,78,86,-1,F8890
D0666,B6866,90,99,-2,F8904
D0666,B5003,109,119,-3,F8888
D0666,B8669,251,281,-67,F0647
D0666,B6479,360,374,-9,F5731
D0667,A069,0,0,0,
D0667,B5635,5,23,-18,F5618
D0667,B8718,28,56,-56,F5648
D0667,B7452,63,90,-54,F6530
D0667,B4013,181,196,-11,F8879
D0668,A036,0,0,0,
D0668,B1708,6,35,-65,F3284
D0668,B8564,39,63,-42,F3329
D0668,B5704,143,165,-33,F5863
D0669,A113,0,0,0,
D0669,B0664,59,88,-66,F6489
D0669,B2646,115,146,-71,F4281
D0669,B5952,295,306,-3,F2618
D0670,A066,0,0,0,
D0670,B8634,21,49,-63,F5376
D0670,B1042,60,77,-15,F5250
D0670,B4029,80,102,-32,F5304
D0670,B4792,109,124,-11,F5318
D0670,B8172,130,141,-5,F5370
D0670,B4187,148,163,-12,F5309
D0670,B3329,311,320,-2,F5294
D0671,A002,0,0,0,
D0671,B4783,6,36,-73,F0043
D0671,B8994,40,69,-64,F0648
D0672,A002,0,0,0,
D0672,B1831,7,40,-85,F0621
D0672,B2419,46,72,-49,F0626
D0672,B0685,153,165,-6,F0685
D0673,A001,0,0,0,
D0673,B8729,29,58,-66,F8008
D0673,B1026,73,103,-70,F9000
D0673,B4001,105,114,-2,F9022
D0674,A042,0,0,0,
D0674,B5384,4,31,-56,F3841
D0674,B4659,32,61,-63,F3832
D0674,B7405,78,97,-21,F3855
D0675,A040,0,0,0,
D0675,B2404,2,35,-86,F3714
D0675,B1784,37,45,-1,F3710
D0675,B1801,50,76,-52,F9060
D0676,A083,0,0,0,
D0676,B3179,3,33,-70,F6408
D0676,B4601,35,59,-39,F6424
D0676,B8196,66,85,-21,F6443
D0676,B2137,185,199,-10,F5270
D0677,A109,0,0,0,
D0677,B7964,81,112,-76,F3736
D0677,B9211,129,158,-63,F8345
D0678,A026,0,0,0,
D0678,B3938,10,31,-27,F2181
D0678,B7519,38,62,-39,F2218
D0678,B5321,68,93,-47,F2196
D0678,B5411,95,115,-25,F2199
D0679,A069,0,0,0,
D0679,B4616,2,30,-59,F5608
D0679,B1950,34,63,-62,F0834
D0679,B6244,256,274,-19,F6114
D0680,A104,0,0,0,
D0680,B1169,23,57,-92,F3033
D0680,B2975,71,92,-28,F3049
D0680,B4746,187,197,-2,F7904
D0680,B1583,206,221,-12,F7870
D0680,B5941,259,270,-4,F7919
D0680,B2217,333,342,-2,F7877
D0681,A006,0,0,0,
D0681,B1606,29,59,-68,F2012
D0681,B7726,71,98,-53,F2408
D0681,B3595,196,214,-18,F3556
D0682,A027,0,0,0,
D0682,B0890,7,37,-70,F2245
D0682,B9015,42,69,-54,F2315
D0682,B7442,139,156,-16,F5799
D0683,A101,0,0,0,
D0683,B1395,4,30,-48,F7570
D0683,B4549,40,72,-78,F4006
D0683,B0731,251,267,-13,F2516
D0683,B5009,283,291,-1,F2597
D0684,A036,0,0,0,
D0684,B0815,3,38,-99,F3281
D0684,B1675,56,76,-25,F6391
D0684,B1976,160,177,-16,F5267
D0685,A003,0,0,0,
D0685,B8591,2,35,-87,F0128
D0685,B2252,43,68,-44,F0091
D0685,B1911,194,208,-9,F1138
D0686,A004,0,0,0,
D0686,B4316,7,42,-98,F8541
D0686,B2957,122,134,-6,F8942
D0686,B3206,152,174,-31,F8945
D0686,B7638,199,211,-5,F6222
D0687,A025,0,0,0,
D0687,B3367,9,38,-68,F2040
D0687,B1709,45,72,-50,F5149
D0687,B1020,76,95,-22,F2005
D0688,A030,0,0,0,
D0688,B3229,2,18,-14,F2563
D0688,B5325,31,50,-22,F2604
D0688,B3828,55,77,-35,F2574
D0688,B8531,80,99,-22,F2671
D0688,B7358,106,121,-11,F2648
